-7.40002e-06	0.698404	4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	-9.09495e-13
-7.40003e-06	0.698404	4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	-2.72848e-12
-7.40001e-06	0.698404	9.09495e-13	-1.39643	-4.73724e-05	4.06504e-05	-3.63798e-12
-7.40003e-06	0.698404	-4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	0
-7.40002e-06	0.698404	-4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	1.81899e-12
-7.40003e-06	0.698404	-4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	5.45697e-12
-7.40003e-06	0.698404	-4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	-3.63798e-12
-7.40004e-06	0.698404	-9.09495e-13	-1.39643	-4.73724e-05	4.06504e-05	1.81899e-12
-7.40002e-06	0.698404	-4.54747e-13	-1.39643	-4.73724e-05	4.06504e-05	-9.09495e-13
-7.40003e-06	0.698404	0.000392659	-1.38235	-4.61712e-05	4.15742e-05	-2.91038e-11
0.000510857	0.678226	0.000127833	-1.35166	-3.87564e-05	3.48091e-05	-4.07454e-10
-0.00158368	0.645433	-0.00220332	-1.26882	-1.0695e-05	2.92957e-05	-2.32831e-10
-0.00498521	0.589844	-0.00478683	-1.20301	-2.48267e-05	4.07249e-05	1.21072e-08
-0.0385497	0.595421	-0.0433436	-1.16831	-9.17539e-06	4.19915e-05	-2.6077e-08
-0.116006	0.604672	-0.100224	-1.16632	-1.66893e-06	4.28408e-05	-7.45058e-09
-0.194734	0.616349	-0.155189	-1.1965	4.84288e-07	4.4927e-05	1.49012e-07
-0.262557	0.647923	-0.204352	-1.22979	6.04987e-06	4.48525e-05	-1.3411e-07
-0.32671	0.69391	-0.248591	-1.26944	8.46386e-06	4.52101e-05	1.3411e-07
-0.352941	0.767627	-0.250771	-1.29542	1.55866e-05	4.3273e-05	5.96046e-08
-0.348874	0.785724	-0.256494	-1.31689	1.57207e-05	4.31836e-05	-1.49012e-08
-0.368197	0.816215	-0.261795	-1.33869	1.5229e-05	4.44651e-05	0
-0.356939	0.874785	-0.255282	-1.3748	1.86116e-05	4.22895e-05	1.49012e-08
-0.350681	0.919771	-0.249722	-1.39723	1.87159e-05	4.02927e-05	4.47035e-08
-0.330698	0.916386	-0.232098	-1.40924	1.35005e-05	4.12166e-05	-1.93715e-07
-0.310066	0.910375	-0.220585	-1.41185	1.15931e-05	3.99947e-05	7.45058e-08
-0.313854	0.901154	-0.24567	-1.44066	1.30236e-05	4.01735e-05	0
-0.393909	0.885107	-0.28156	-1.47256	3.45707e-06	3.98755e-05	-7.45058e-08
-0.379157	0.898663	-0.271178	-1.48279	6.15418e-06	3.8296e-05	1.3411e-07
-0.367147	0.902775	-0.263077	-1.48044	5.05149e-06	3.94285e-05	1.49012e-08
-0.36574	0.902775	-0.263077	-1.48044	5.05149e-06	3.94285e-05	1.49012e-07
-0.36436	0.899286	-0.260062	-1.4793	3.8296e-06	3.89516e-05	-1.49012e-08
-0.35785	0.889519	-0.254248	-1.46952	2.26498e-06	3.82066e-05	-1.49012e-08
-0.329784	0.875368	-0.220182	-1.42566	2.41399e-06	3.99947e-05	1.49012e-08
-0.267632	0.87049	-0.182969	-1.39041	4.96954e-06	4.05312e-05	1.49012e-08
-0.222963	0.874187	-0.147224	-1.3519	6.30319e-06	4.19319e-05	-6.70552e-08
-0.164444	0.885429	-0.109328	-1.31765	1.1839e-05	4.27365e-05	1.11759e-08
-0.123749	0.894421	-0.0732827	-1.28023	1.4402e-05	4.38988e-05	0
-0.0690986	0.908295	-0.045522	-1.24541	2.03047e-05	4.43757e-05	-1.86265e-09
-0.0417622	0.92272	-0.0140652	-1.21208	2.18403e-05	4.48823e-05	-9.31323e-10
0.0331416	0.942213	0.0380748	-1.17499	2.58945e-05	4.5836e-05	7.45058e-09
0.0866532	0.961586	0.0700885	-1.13891	3.27118e-05	4.66406e-05	-4.09782e-08
0.123584	1.00852	0.100066	-1.09665	4.76912e-05	4.57764e-05	-1.49012e-08
0.153347	1.03147	0.101918	-1.02801	6.57216e-05	4.71473e-05	2.23517e-08
0.119799	1.04631	0.085935	-1.00733	7.14213e-05	4.90844e-05	3.72529e-09
0.103232	1.06097	0.0690838	-0.992631	0.00012188	-1.66893e-05	-4.09782e-08
0.0698122	0.88164	0.0379666	-1.04236	4.91608e-05	4.18425e-05	3.72529e-09
0.0276443	0.752409	-0.00100179	-1.13363	-1.92364e-05	4.61638e-05	-3.95812e-09
-0.00777764	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
-0.00777998	0.763601	-0.00566823	-1.17848	3.75556e-06	4.38988e-05	2.09548e-09
